report_date,weekday,workday,weekend,1st,early,middle,late,mon_or_fri_work,day_after_holiday,holiday,holiday_2,day_after_holiday_2,day_before_holiday_3,holiday_3,day_after_holiday_3,holiday_1st_or_3rd,day_before_or_after_holiday_normal_work,day_before_holiday_2,day_before_holiday_7,sunday_work,total_purchase_amt,total_redeem_amt,workday1,workday2,workday3,workday4,workday5,purchase_pre3,redeem_pre3,residual_log,residual
6/26/2014,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,297628039,418742109,,,,1,,289261953.8,305889455,0.042317184,1891.261578
6/27/2014,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,264282703,399444352,,,,,1,224410103,293682052.5,0.03091442,597.3571771
6/28/2014,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,153826161,283400236,,,,,,169983671.9,204751813.3,0.042763709,-2120.85536
6/29/2014,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,158801540,261170799,,,,,,164561374.9,221452025.1,0.015379461,-2119.326858
6/30/2014,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,334054112,456547794,1,,,,,314015019.8,377515072.6,0.082041791,4527.394104
7/1/2014,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384428753,374164541,,1,,,,432785757.5,318505284.2,-0.036042173,12.2862745
7/2/2014,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384555819,328950951,,,1,,,356697528.4,303484918.5,-0.124931268,-3047.15404
7/3/2014,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297894643,289009780,,,,1,,353994225.5,271589788.6,-0.105833062,-2706.554226
7/4/2014,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,211649838,264494550,,,,,1,289142374.6,259382386.1,-0.077837197,-1723.459437
7/5/2014,6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,169383796,272535138,,,,,,234715943.6,170452146.9,0.299885288,5932.206918
7/6/2014,7,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,199569025,195530758,,,,,,229293646.6,187152358.7,-0.023089391,-712.9856216
7/7/2014,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,272182847,317612569,1,,,,,378747291.5,343215406.2,-0.099142249,-2426.666829
7/8/2014,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224240103,340453063,,1,,,,364777838.5,305565791.1,0.008963626,778.243334
7/9/2014,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278005555,269642881,,,1,,,356697528.4,303484918.5,-0.104216599,-3092.706435
7/10/2014,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283095921,326009240,,,,1,,353994225.5,271589788.6,0.19099944,4611.297301
7/11/2014,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,208671021,240050748,,,,,1,254349369.6,271137749.2,-0.03738506,-971.7556018
7/12/2014,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,177644343,149081488,,,,,,199922938.5,182207510,-0.141033599,-1133.005291
7/13/2014,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,179759885,199459990,,,,,,194500641.5,198907721.8,0.147375284,2691.936386
7/14/2014,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,254797524,284753279,1,,,,,343954286.4,354970769.3,-0.026398394,-1409.647184
7/15/2014,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334810012,261722182,,1,,,,329984833.4,317321154.2,-0.065347738,-1990.200911
7/16/2014,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394890140,234775948,,,1,,,321904523.3,315240281.6,-0.1469951,-3707.406279
7/17/2014,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253011280,298279385,,,,1,,319201220.4,283345151.7,0.220117457,4899.718013
7/18/2014,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,208959595,208671287,,,,,1,254349369.6,271137749.2,-0.134795571,-3077.322488
7/19/2014,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,210318023,155464283,,,,,,199922938.5,182207510,-0.142971986,-2225.885975
7/20/2014,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,176449304,174462836,,,,,,194500641.5,198907721.8,-0.087350499,-2336.847665
7/21/2014,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,378088594,434191479,1,,,,,314015019.8,377515072.6,0.260276712,7146.561714
7/22/2014,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243084133,369043423,,1,,,,300045566.8,339865457.5,0.086831054,1947.521382
7/23/2014,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265461894,308353077,,,1,,,291965256.7,337784584.9,-0.144093487,-3961.66697
7/24/2014,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277044480,347622431,,,,1,,289261953.8,305889455,0.089637914,2340.878674
7/25/2014,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,181641088,262874791,,,,,1,224410103,293682052.5,-0.092111942,-2268.137431
7/26/2014,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,128268053,282653341,,,,,,169983671.9,204751813.3,0.342599131,6712.2012
7/27/2014,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,151406251,166610652,,,,,,164561374.9,221452025.1,-0.176382148,-3064.765125
7/28/2014,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,371762756,345986909,1,,,,,314015019.8,377515072.6,0.042499243,986.2668399
7/29/2014,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228093046,303480103,,1,,,,300045566.8,339865457.5,-0.056971838,-1415.12233
7/30/2014,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209917272,250117716,,,1,,,291965256.7,337784584.9,-0.147192918,-3908.035442
7/31/2014,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191728916,277194379,,,,1,,289261953.8,305889455,0.101799679,1748.587021
8/1/2014,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,374884735,252540858,,,,,1,357150293.6,272321879.3,0.080923929,1303.658794
8/2/2014,6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,189092130,172250225,,,,,,234715943.6,170452146.9,0.080179122,2248.360743
8/3/2014,7,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,173825397,127125217,,,,,,229293646.6,187152358.7,-0.262635298,-2687.548813
8/4/2014,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,330640884,322907524,1,,,,,378747291.5,343215406.2,0.140237165,2101.245484
8/5/2014,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394780870,221706539,,1,,,,364777838.5,305565791.1,-0.242379223,-5973.142599
8/6/2014,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288821016,282346594,,,1,,,356697528.4,303484918.5,0.03979969,-268.79244
8/7/2014,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247646474,253659514,,,,1,,353994225.5,271589788.6,-0.0174227,-411.1588956
8/8/2014,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,233903717,311648757,,,,,1,289142374.6,259382386.1,0.215756262,4592.045169
8/9/2014,6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,160262764,163611708,,,,,,234715943.6,170452146.9,-0.14212704,-1998.478755
8/10/2014,7,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,259534870,189909225,,,,,,229293646.6,187152358.7,-0.022505314,-892.6776794
8/11/2014,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,331550471,418603336,1,,,,,343954286.4,354970769.3,0.250010958,6609.706876
8/12/2014,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258493673,309754858,,1,,,,329984833.4,317321154.2,0.010198888,-493.5895534
8/13/2014,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261506619,303975517,,,1,,,321904523.3,315240281.6,-0.016743791,-971.3320628
8/14/2014,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257702660,211939431,,,,1,,319201220.4,283345151.7,-0.22324802,-4861.025157
8/15/2014,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,244551620,236516007,,,,,1,254349369.6,271137749.2,0.017666133,316.7272606
8/16/2014,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,215059736,219214339,,,,,,199922938.5,182207510,0.303474462,6105.3485
8/17/2014,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,149978271,139564084,,,,,,194500641.5,198907721.8,-0.110700299,7.285567831
8/18/2014,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,298499146,259169016,1,,,,,343954286.4,354970769.3,-0.039474074,-2042.306636
8/19/2014,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266401973,254929877,,1,,,,329984833.4,317321154.2,0.008102189,-768.4074249
8/20/2014,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308378692,202452782,,,1,,,321904523.3,315240281.6,-0.176694,-4148.471652
8/21/2014,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,251763517,219963356,,,,1,,289261953.8,305889455,-0.030037469,-358.3382465
8/22/2014,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,246316056,179349206,,,,,1,224410103,293682052.5,-0.198070684,-2904.846497
8/23/2014,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,141412027,199377531,,,,,,169983671.9,204751813.3,0.226974807,4939.34263
8/24/2014,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,130195484,191080151,,,,,,164561374.9,221452025.1,0.044609653,419.8944554
8/25/2014,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,309574223,312413411,1,,,,,314015019.8,377515072.6,-0.050138429,-2387.93507
8/26/2014,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306945089,285478563,,1,,,,300045566.8,339865457.5,-0.175873165,-4656.480109
8/27/2014,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302194801,468164147,,,1,,,291965256.7,337784584.9,0.354636688,10599.36768
8/28/2014,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245082751,297893861,,,,1,,289261953.8,305889455,-0.051827109,-1219.372272
8/29/2014,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,267554713,273756380,,,,,1,224410103,293682052.5,,
8/30/2014,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,199708772,196374134,,,,,,169983671.9,204751813.3,,
8/31/2014,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,275090213,292943033,,,,,,164561374.9,221452025.1,,
9/1/2014,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,446755210.5,356154899.4,,
9/2/2014,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,353994225.5,271589788.6,,
9/3/2014,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,353994225.5,271589788.6,,
9/4/2014,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,353994225.5,271589788.6,,
9/5/2014,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,,,,,,266814771.5,227376308.6,,
9/6/2014,6,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,170958134.9,142879228.2,,
9/7/2014,7,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,165535837.9,159579440,,
9/8/2014,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,177577812.5,173688033.5,,
9/9/2014,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,302045192.5,283842854.1,,
9/10/2014,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,353994225.5,271589788.6,,
9/11/2014,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,319201220.4,283345151.7,,
9/12/2014,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,254349369.6,271137749.2,,
9/13/2014,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,199922938.5,182207510,,
9/14/2014,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,194500641.5,198907721.8,,
9/15/2014,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,343954286.4,354970769.3,,
9/16/2014,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,319201220.4,283345151.7,,
9/17/2014,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,319201220.4,283345151.7,,
9/18/2014,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,319201220.4,283345151.7,,
9/19/2014,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,254349369.6,271137749.2,,
9/20/2014,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,199922938.5,182207510,,
9/21/2014,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,164561374.9,221452025.1,,
9/22/2014,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,314015019.8,377515072.6,,
9/23/2014,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,289261953.8,305889455,,
9/24/2014,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,289261953.8,305889455,,
9/25/2014,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,289261953.8,305889455,,
9/26/2014,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,224410103,293682052.5,,
9/27/2014,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,205604911.3,227858639.2,,
9/28/2014,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,333089982.7,449935473.8,,
9/29/2014,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,271229360.5,362848233.8,,
9/30/2014,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,266934350.7,273883377.5,,
